t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3,primal_residual,dual_residual
0.122,0.000224751,-3.54818e-06,-0.00269122,0.000199948,0.00442187,0.000967004,0.00560784,-0.000140536,-0.0294335,0.00337278,0.00405571,0.0157103,0.679196,0.637357,0.666957,0.648163,0,0
0.123,0.000230398,-3.69052e-06,-0.00272062,0.000201636,0.00442368,0.000974848,0.00568538,-0.000144159,-0.0293619,0.0032474,0.00319755,0.015694,0.679326,0.637608,0.667144,0.64836,0,0
0.124,0.000236122,-3.8365e-06,-0.00274995,0.000203262,0.00442507,0.000982685,0.00576285,-0.000147808,-0.0292878,0.00312182,0.00237075,0.0156795,0.679454,0.637854,0.667328,0.648552,0,0
0.125,0.000241924,-3.98615e-06,-0.0027792,0.000204825,0.00442606,0.000990515,0.00584024,-0.000151483,-0.0292111,0.00299622,0.0015746,0.0156668,0.679579,0.638094,0.667508,0.64874,0,0
0.126,0.000247802,-4.13948e-06,-0.00280837,0.000206326,0.00442665,0.000998339,0.00591754,-0.000155182,-0.0291319,0.00287077,0.000808381,0.0156557,0.679702,0.638329,0.667686,0.648924,0,0
0.127,0.000253759,-4.29652e-06,-0.00283746,0.000207765,0.00442687,0.00100616,0.00599475,-0.000158905,-0.0290502,0.00274563,7.13554e-05,0.0156462,0.679823,0.638558,0.66786,0.649104,0,0
0.128,0.000259792,-4.4573e-06,-0.00286647,0.000209141,0.00442673,0.00101397,0.00607185,-0.00016265,-0.0289662,0.00262095,-0.000637238,0.0156383,0.679942,0.638781,0.668031,0.64928,0,0
0.129,0.000265902,-4.62183e-06,-0.00289539,0.000210456,0.00442624,0.00102179,0.00614885,-0.000166415,-0.0288798,0.00249687,-0.00131817,0.0156318,0.680059,0.638998,0.668199,0.649452,0,0
0.13,0.00027209,-4.79013e-06,-0.00292422,0.000211709,0.00442542,0.00102959,0.00622573,-0.0001702,-0.0287912,0.00237354,-0.00197223,0.0156268,0.680174,0.63921,0.668364,0.649619,0,0
0.131,0.000278354,-4.96223e-06,-0.00295297,0.000212901,0.00442428,0.0010374,0.00630248,-0.000174003,-0.0287004,0.00225109,-0.00260021,0.0156232,0.680287,0.639417,0.668525,0.649783,0,0
0.132,0.000284694,-5.13814e-06,-0.00298162,0.000214032,0.00442283,0.00104521,0.00637911,-0.000177822,-0.0286075,0.00212964,-0.00320293,0.0156208,0.680399,0.639617,0.668684,0.649943,0,0
0.133,0.000291112,-5.31788e-06,-0.00301018,0.000215103,0.00442108,0.00105301,0.0064556,-0.000181658,-0.0285125,0.00200933,-0.00378119,0.0156197,0.680508,0.639813,0.66884,0.650099,0,0
0.134,0.000297606,-5.50146e-06,-0.00303865,0.000216114,0.00441905,0.00106082,0.00653195,-0.000185508,-0.0284155,0.00189029,-0.00433584,0.0156198,0.680616,0.640002,0.668992,0.650251,0,0
0.135,0.000304176,-5.6889e-06,-0.00306701,0.000217067,0.00441675,0.00106862,0.00660815,-0.000189371,-0.0283165,0.00177263,-0.0048677,0.0156209,0.680722,0.640187,0.669142,0.650399,0,0
0.136,0.000310822,-5.88021e-06,-0.00309528,0.000217962,0.00441419,0.00107643,0.00668419,-0.000193247,-0.0282156,0.00165647,-0.00537761,0.0156232,0.680827,0.640366,0.669289,0.650544,0,0
0.137,0.000317544,-6.0754e-06,-0.00312344,0.000218799,0.00441137,0.00108424,0.00676008,-0.000197133,-0.0281128,0.00154193,-0.00586639,0.0156264,0.68093,0.640539,0.669433,0.650684,0,0
0.138,0.000324342,-6.27448e-06,-0.0031515,0.000219579,0.00440832,0.00109205,0.00683581,-0.000201029,-0.0280083,0.00142909,-0.00633488,0.0156306,0.681031,0.640708,0.669574,0.650822,0,0
0.139,0.000331216,-6.47746e-06,-0.00317946,0.000220304,0.00440504,0.00109986,0.00691137,-0.000204934,-0.027902,0.00131803,-0.00678391,0.0156356,0.681131,0.640871,0.669712,0.650955,0,0
0.14,0.000338165,-6.68435e-06,-0.00320731,0.000220974,0.00440154,0.00110768,0.00698675,-0.000208847,-0.027794,0.00120887,-0.0072143,0.0156415,0.68123,0.641028,0.669847,0.651085,0,0
0.141,0.000345189,-6.89516e-06,-0.00323505,0.00022159,0.00439783,0.0011155,0.00706196,-0.000212766,-0.0276844,0.00110167,-0.00762689,0.0156481,0.681327,0.641181,0.669979,0.651211,0,0
0.142,0.000352288,-7.10989e-06,-0.00326268,0.000222154,0.00439392,0.00112332,0.00713699,-0.000216691,-0.0275732,0.000996518,-0.00802249,0.0156555,0.681422,0.641329,0.670109,0.651334,0,0
0.143,0.000359463,-7.32854e-06,-0.00329019,0.000222665,0.00438981,0.00113115,0.00721183,-0.000220619,-0.0274605,0.000893486,-0.0084019,0.0156634,0.681516,0.641472,0.670236,0.651453,0,0
0.144,0.000366712,-7.55113e-06,-0.0033176,0.000223126,0.00438552,0.00113898,0.00728648,-0.000224552,-0.0273463,0.000792649,-0.00876593,0.015672,0.681609,0.64161,0.67036,0.651569,0,0
0.145,0.000374036,-7.77764e-06,-0.00334488,0.000223537,0.00438104,0.00114681,0.00736094,-0.000228486,-0.0272307,0.000694065,-0.00911538,0.0156811,0.6817,0.641743,0.670481,0.651682,0,0
0.146,0.000381434,-8.0081e-06,-0.00337206,0.0002239,0.0043764,0.00115465,0.0074352,-0.000232422,-0.0271137,0.000597789,-0.00945101,0.0156907,0.68179,0.641871,0.670599,0.651791,0,0
0.147,0.000388906,-8.24249e-06,-0.00339911,0.000224215,0.00437159,0.0011625,0.00750927,-0.000236359,-0.0269953,0.000503889,-0.0097736,0.0157008,0.681878,0.641995,0.670715,0.651898,0,0
0.148,0.000396452,-8.48082e-06,-0.00342605,0.000224484,0.00436663,0.00117035,0.00758313,-0.000240294,-0.0268757,0.000412396,-0.0100839,0.0157112,0.681965,0.642114,0.670828,0.652,0,0
0.149,0.000404072,-8.72308e-06,-0.00345286,0.000224708,0.00436151,0.00117821,0.00765678,-0.000244229,-0.0267548,0.000323353,-0.0103826,0.015722,0.682051,0.642228,0.670939,0.6521,0,0
0.15,0.000411766,-8.96927e-06,-0.00347956,0.000224889,0.00435624,0.00118607,0.00773022,-0.000248161,-0.0266328,0.000236798,-0.0106705,0.015733,0.682135,0.642338,0.671046,0.652197,0,0
0.151,0.000419533,-9.2194e-06,-0.00350613,0.000225027,0.00435084,0.00119393,0.00780346,-0.00025209,-0.0265095,0.000152742,-0.0109482,0.0157444,0.682218,0.642444,0.671151,0.65229,0,0
0.152,0.000427373,-9.47345e-06,-0.00353257,0.000225124,0.00434529,0.00120181,0.00787648,-0.000256014,-0.0263852,7.12135e-05,-0.0112165,0.0157559,0.682299,0.642546,0.671254,0.652381,0,0
0.153,0.000435286,-9.73143e-06,-0.0035589,0.000225181,0.00433962,0.00120969,0.00794928,-0.000259934,-0.0262599,-7.77114e-06,-0.0114761,0.0157676,0.682379,0.642643,0.671354,0.652469,0,0
0.154,0.000443271,-9.99332e-06,-0.00358509,0.000225199,0.00433382,0.00121757,0.00802186,-0.000263849,-0.0261335,-8.41855e-05,-0.0117275,0.0157794,0.682458,0.642737,0.671451,0.652554,0,0
0.155,0.000451329,-1.02591e-05,-0.00361116,0.00022518,0.00432789,0.00122547,0.00809421,-0.000267757,-0.0260061,-0.00015802,-0.0119715,0.0157913,0.682535,0.642826,0.671546,0.652636,0,0
0.156,0.00045946,-1.05288e-05,-0.00363711,0.000225125,0.00432184,0.00123336,0.00816635,-0.000271658,-0.0258779,-0.000229265,-0.0122087,0.0158032,0.682611,0.642912,0.671639,0.652715,0,0
0.157,0.000467662,-1.08024e-05,-0.00366292,0.000225035,0.00431568,0.00124127,0.00823825,-0.000275551,-0.0257487,-0.000297928,-0.0124396,0.0158152,0.682686,0.642994,0.671728,0.652791,0,0
0.158,0.000475936,-1.10799e-05,-0.0036886,0.000224911,0.0043094,0.00124918,0.00830993,-0.000279436,-0.0256187,-0.000364006,-0.0126649,0.0158271,0.682759,0.643072,0.671816,0.652865,0,0
0.159,0.000484282,-1.13613e-05,-0.00371416,0.000224755,0.00430301,0.00125709,0.00838137,-0.000283311,-0.0254879,-0.000427509,-0.0128851,0.015839,0.682831,0.643146,0.671901,0.652936,0,0
0.16,0.000492699,-1.16465e-05,-0.00373958,0.000224569,0.00429651,0.00126501,0.00845258,-0.000287177,-0.0253563,-0.000488448,-0.0131008,0.0158508,0.682901,0.643217,0.671984,0.653005,0,0
0.161,0.000501187,-1.19357e-05,-0.00376487,0.000224352,0.00428991,0.00127294,0.00852355,-0.000291033,-0.0252239,-0.000546825,-0.0133124,0.0158625,0.68297,0.643285,0.672064,0.653071,0,0
0.162,0.000509746,-1.22286e-05,-0.00379002,0.000224107,0.0042832,0.00128088,0.00859429,-0.000294877,-0.0250909,-0.000602678,-0.0135205,0.015874,0.683038,0.643349,0.672142,0.653134,0,0
0.163,0.000518375,-1.25254e-05,-0.00381505,0.000223835,0.00427638,0.00128882,0.00866478,-0.000298711,-0.0249573,-0.000656025,-0.0137256,0.0158854,0.683104,0.64341,0.672217,0.653195,0,0
0.164,0.000527075,-1.2826e-05,-0.00383994,0.000223538,0.00426947,0.00129676,0.00873504,-0.000302532,-0.024823,-0.0007069,-0.0139281,0.0158965,0.683169,0.643468,0.67229,0.653254,0,0
0.165,0.000535845,-1.31305e-05,-0.00386469,0.000223215,0.00426245,0.00130471,0.00880505,-0.000306341,-0.0246881,-0.000755332,-0.0141285,0.0159075,0.683232,0.643523,0.672361,0.65331,0,0
0.166,0.000544685,-1.34387e-05,-0.00388931,0.000222869,0.00425533,0.00131267,0.00887481,-0.000310137,-0.0245527,-0.000801338,-0.0143271,0.0159182,0.683294,0.643575,0.672429,0.653364,0,0
0.167,0.000553595,-1.37507e-05,-0.0039138,0.000222501,0.00424812,0.00132063,0.00894432,-0.000313919,-0.0244167,-0.000844954,-0.0145245,0.0159286,0.683354,0.643624,0.672496,0.653415,0,0
0.168,0.000562574,-1.40665e-05,-0.00393815,0.000222112,0.00424081,0.0013286,0.00901359,-0.000317688,-0.0242803,-0.000886221,-0.0147209,0.0159388,0.683413,0.64367,0.67256,0.653465,0,0
0.169,0.000571622,-1.43861e-05,-0.00396236,0.000221702,0.00423339,0.00133657,0.00908261,-0.000321443,-0.0241435,-0.000925194,-0.0149167,0.0159487,0.68347,0.643714,0.672622,0.653512,0,0
0.17,0.000580739,-1.47094e-05,-0.00398643,0.000221274,0.00422588,0.00134455,0.00915137,-0.000325183,-0.0240062,-0.00096191,-0.0151123,0.0159582,0.683526,0.643754,0.672682,0.653557,0,0
0.171,0.000589924,-1.50365e-05,-0.00401037,0.000220829,0.00421828,0.00135253,0.00921987,-0.000328908,-0.0238685,-0.00099642,-0.0153079,0.0159674,0.683581,0.643793,0.672739,0.6536,0,0
0.172,0.000599179,-1.53672e-05,-0.00403417,0.000220367,0.00421057,0.00136051,0.00928812,-0.000332618,-0.0237305,-0.00102877,-0.0155039,0.0159763,0.683634,0.643829,0.672795,0.653641,0,0
0.173,0.000608501,-1.57017e-05,-0.00405783,0.000219889,0.00420277,0.00136851,0.00935612,-0.000336313,-0.0235922,-0.001059,-0.0157006,0.0159848,0.683685,0.643862,0.672848,0.65368,0,0
0.174,0.000617891,-1.60399e-05,-0.00408136,0.000219397,0.00419486,0.0013765,0.00942385,-0.000339991,-0.0234535,-0.00108718,-0.0158981,0.015993,0.683735,0.643893,0.6729,0.653717,0,0
0.175,0.000627348,-1.63817e-05,-0.00410474,0.000218891,0.00418686,0.0013845,0.00949132,-0.000343654,-0.0233147,-0.00111336,-0.0160969,0.0160008,0.683784,0.643922,0.672949,0.653752,0,0
0.176,0.000636873,-1.67272e-05,-0.00412798,0.000218373,0.00417876,0.0013925,0.00955852,-0.000347301,-0.0231755,-0.00113758,-0.0162969,0.0160082,0.683831,0.643949,0.672996,0.653786,0,0
0.177,0.000646465,-1.70763e-05,-0.00415109,0.000217844,0.00417056,0.00140051,0.00962546,-0.000350931,-0.0230362,-0.00115993,-0.0164986,0.0160152,0.683876,0.643974,0.673042,0.653817,0,0
0.178,0.000656124,-1.7429e-05,-0.00417406,0.000217304,0.00416226,0.00140852,0.00969213,-0.000354544,-0.0228967,-0.00118044,-0.0167019,0.0160218,0.68392,0.643997,0.673085,0.653847,0,0
0.179,0.000665849,-1.77854e-05,-0.00419688,0.000216754,0.00415385,0.00141653,0.00975854,-0.00035814,-0.0227571,-0.00119919,-0.0169072,0.016028,0.683963,0.644017,0.673127,0.653874,0,0
0.18,0.000675641,-1.81453e-05,-0.00421957,0.000216195,0.00414535,0.00142455,0.00982467,-0.00036172,-0.0226173,-0.00121623,-0.0171146,0.0160338,0.684004,0.644036,0.673167,0.653901,0,0
0.181,0.000685499,-1.85088e-05,-0.00424212,0.000215629,0.00413673,0.00143257,0.00989053,-0.000365282,-0.0224774,-0.00123162,-0.0173242,0.0160392,0.684044,0.644054,0.673204,0.653925,0,0
0.182,0.000695422,-1.88758e-05,-0.00426453,0.000215055,0.00412801,0.00144059,0.00995611,-0.000368827,-0.0223375,-0.00124543,-0.0175361,0.0160441,0.684082,0.644069,0.67324,0.653948,0,0
0.183,0.000705411,-1.92464e-05,-0.00428679,0.000214475,0.00411919,0.00144861,0.0100214,-0.000372354,-0.0221975,-0.00125772,-0.0177504,0.0160487,0.684118,0.644083,0.673275,0.653969,0,0
0.184,0.000715465,-1.96205e-05,-0.00430892,0.00021389,0.00411026,0.00145664,0.0100864,-0.000375864,-0.0220574,-0.00126856,-0.0179671,0.0160528,0.684153,0.644095,0.673307,0.653989,0,0
0.185,0.000725584,-1.99982e-05,-0.00433091,0.000213299,0.00410122,0.00146467,0.0101512,-0.000379357,-0.0219174,-0.00127801,-0.0181864,0.0160565,0.684186,0.644106,0.673338,0.654007,0,0
0.186,0.000735767,-2.03793e-05,-0.00435276,0.000212704,0.00409207,0.0014727,0.0102157,-0.000382831,-0.0217774,-0.00128613,-0.0184084,0.0160598,0.684218,0.644115,0.673367,0.654023,0,0
0.187,0.000746015,-2.07638e-05,-0.00437446,0.000212106,0.0040828,0.00148073,0.0102798,-0.000386288,-0.0216374,-0.00129299,-0.0186329,0.0160627,0.684249,0.644123,0.673394,0.654038,0,0
0.188,0.000756327,-2.11518e-05,-0.00439603,0.000211505,0.00407343,0.00148876,0.0103437,-0.000389728,-0.0214975,-0.00129867,-0.0188602,0.0160652,0.684278,0.64413,0.67342,0.654052,0,0
0.189,0.000766702,-2.15433e-05,-0.00441746,0.000210901,0.00406394,0.00149679,0.0104074,-0.000393149,-0.0213577,-0.00130322,-0.0190901,0.0160673,0.684305,0.644135,0.673444,0.654064,0,0
0.19,0.000777141,-2.19381e-05,-0.00443875,0.000210296,0.00405433,0.00150483,0.0104707,-0.000396553,-0.021218,-0.0013067,-0.0193227,0.016069,0.684331,0.644139,0.673467,0.654075,0,0
0.191,0.000787643,-2.23364e-05,-0.00445989,0.000209689,0.00404461,0.00151286,0.0105337,-0.000399939,-0.0210785,-0.00130919,-0.019558,0.0160703,0.684356,0.644141,0.673488,0.654084,0,0
0.192,0.000798209,-2.2738e-05,-0.0044809,0.000209081,0.00403477,0.0015209,0.0105964,-0.000403307,-0.020939,-0.00131074,-0.019796,0.0160712,0.684379,0.644143,0.673507,0.654092,0,0
0.193,0.000808836,-2.3143e-05,-0.00450177,0.000208473,0.00402481,0.00152893,0.0106589,-0.000406658,-0.0207998,-0.00131142,-0.0200366,0.0160717,0.6844,0.644144,0.673525,0.654099,0,0
0.194,0.000819526,-2.35513e-05,-0.0045225,0.000207866,0.00401472,0.00153697,0.010721,-0.00040999,-0.0206607,-0.00131128,-0.0202797,0.0160718,0.68442,0.644143,0.673541,0.654105,0,0
0.195,0.000830278,-2.39629e-05,-0.00454309,0.000207258,0.00400452,0.00154501,0.0107828,-0.000413305,-0.0205219,-0.00131038,-0.0205254,0.0160716,0.684439,0.644141,0.673556,0.654109,0,0
0.196,0.000841092,-2.43779e-05,-0.00456355,0.000206651,0.00399419,0.00155304,0.0108444,-0.000416603,-0.0203832,-0.00130879,-0.0207736,0.0160709,0.684456,0.644139,0.67357,0.654113,0,0
0.197,0.000851967,-2.47961e-05,-0.00458386,0.000206046,0.00398374,0.00156108,0.0109056,-0.000419882,-0.0202448,-0.00130656,-0.0210241,0.01607,0.684472,0.644136,0.673582,0.654115,0,0
0.198,0.000862903,-2.52177e-05,-0.00460404,0.000205442,0.00397316,0.00156911,0.0109665,-0.000423144,-0.0201067,-0.00130376,-0.0212769,0.0160687,0.684486,0.644131,0.673593,0.654116,0,0
0.199,0.0008739,-2.56424e-05,-0.00462407,0.000204839,0.00396246,0.00157715,0.0110271,-0.000426389,-0.0199688,-0.00130044,-0.021532,0.016067,0.684499,0.644126,0.673603,0.654115,0,0
0.2,0.000884957,-2.60704e-05,-0.00464397,0.000204239,0.00395162,0.00158518,0.0110874,-0.000429616,-0.0198312,-0.00129666,-0.0217892,0.016065,0.684511,0.64412,0.673611,0.654114,0,0
0.201,0.000896075,-2.65017e-05,-0.00466374,0.000203641,0.00394066,0.00159321,0.0111474,-0.000432826,-0.019694,-0.00129247,-0.0220483,0.0160627,0.684521,0.644114,0.673618,0.654112,0,0
0.202,0.000907252,-2.69361e-05,-0.00468336,0.000203045,0.00392957,0.00160125,0.0112071,-0.000436018,-0.019557,-0.00128793,-0.0223094,0.0160601,0.68453,0.644106,0.673624,0.654108,0,0
0.203,0.000918489,-2.73737e-05,-0.00470285,0.000202452,0.00391835,0.00160927,0.0112665,-0.000439194,-0.0194204,-0.0012831,-0.0225723,0.0160571,0.684537,0.644098,0.673628,0.654104,0,0
0.204,0.000929785,-2.78145e-05,-0.0047222,0.000201861,0.00390699,0.0016173,0.0113255,-0.000442352,-0.0192842,-0.00127801,-0.0228369,0.0160539,0.684543,0.644089,0.673632,0.654098,0,0
0.205,0.00094114,-2.82584e-05,-0.00474142,0.000201274,0.0038955,0.00162533,0.0113842,-0.000445493,-0.0191483,-0.00127272,-0.023103,0.0160504,0.684548,0.64408,0.673634,0.654092,0,0
0.206,0.000952553,-2.87054e-05,-0.0047605,0.000200689,0.00388388,0.00163335,0.0114426,-0.000448617,-0.0190128,-0.00126728,-0.0233705,0.0160466,0.684552,0.64407,0.673635,0.654085,0,0
0.207,0.000964025,-2.91556e-05,-0.00477944,0.000200107,0.00387213,0.00164138,0.0115007,-0.000451724,-0.0188777,-0.00126175,-0.0236393,0.0160425,0.684554,0.644059,0.673635,0.654077,0,0
0.208,0.000975554,-2.96089e-05,-0.00479825,0.000199528,0.00386024,0.0016494,0.0115584,-0.000454815,-0.018743,-0.00125616,-0.0239092,0.0160382,0.684555,0.644048,0.673634,0.654068,0,0
0.209,0.000987141,-3.00652e-05,-0.00481693,0.000198952,0.00384821,0.00165741,0.0116158,-0.000457889,-0.0186087,-0.00125056,-0.0241801,0.0160336,0.684555,0.644037,0.673632,0.654058,0,0
0.21,0.000998786,-3.05247e-05,-0.00483547,0.000198379,0.00383605,0.00166543,0.0116729,-0.000460946,-0.0184748,-0.001245,-0.0244519,0.0160288,0.684553,0.644025,0.673629,0.654047,0,0
0.211,0.00101049,-3.09871e-05,-0.00485388,0.000197809,0.00382375,0.00167344,0.0117296,-0.000463987,-0.0183414,-0.00123948,-0.0247243,0.0160238,0.684551,0.644012,0.673625,0.654035,0,0
0.212,0.00102225,-3.14526e-05,-0.00487216,0.000197242,0.00381132,0.00168145,0.011786,-0.000467011,-0.0182084,-0.00123407,-0.0249974,0.0160185,0.684547,0.643999,0.67362,0.654023,0,0
0.213,0.00103406,-3.19211e-05,-0.0048903,0.000196678,0.00379875,0.00168946,0.0118421,-0.000470019,-0.0180759,-0.00122879,-0.0252708,0.0160131,0.684542,0.643985,0.673614,0.65401,0,0
0.214,0.00104593,-3.23927e-05,-0.00490831,0.000196117,0.00378604,0.00169746,0.0118978,-0.00047301,-0.0179439,-0.00122369,-0.0255445,0.0160074,0.684536,0.643971,0.673607,0.653996,0,0
0.215,0.00105785,-3.28672e-05,-0.00492619,0.000195558,0.0037732,0.00170547,0.0119532,-0.000475986,-0.0178123,-0.00121879,-0.0258183,0.0160016,0.684529,0.643957,0.673599,0.653981,0,0
0.216,0.00106984,-3.33446e-05,-0.00494393,0.000195002,0.00376022,0.00171347,0.0120082,-0.000478945,-0.0176813,-0.00121413,-0.0260921,0.0159956,0.684521,0.643942,0.673591,0.653966,0,0
0.217,0.00108187,-3.3825e-05,-0.00496155,0.000194449,0.0037471,0.00172146,0.0120629,-0.000481889,-0.0175507,-0.00120973,-0.0263657,0.0159894,0.684511,0.643927,0.673582,0.65395,0,0
0.218,0.00109396,-3.43084e-05,-0.00497903,0.000193898,0.00373385,0.00172945,0.0121172,-0.000484816,-0.0174207,-0.00120563,-0.026639,0.0159831,0.684501,0.643912,0.673571,0.653933,0,0
0.219,0.00110611,-3.47947e-05,-0.00499639,0.000193349,0.00372046,0.00173744,0.0121712,-0.000487728,-0.0172912,-0.00120185,-0.0269117,0.0159766,0.684489,0.643896,0.67356,0.653916,0,0
0.22,0.0011183,-3.52838e-05,-0.00501362,0.000192802,0.00370693,0.00174543,0.0122248,-0.000490624,-0.0171622,-0.0011984,-0.0271839,0.0159699,0.684477,0.64388,0.673549,0.653898,0,0
0.221,0.00113055,-3.57759e-05,-0.00503071,0.000192257,0.00369327,0.00175341,0.0122781,-0.000493504,-0.0170338,-0.00119532,-0.0274552,0.0159632,0.684464,0.643864,0.673536,0.653879,0,0
0.222,0.00114286,-3.62708e-05,-0.00504768,0.000191714,0.00367947,0.00176139,0.012331,-0.000496369,-0.0169059,-0.00119263,-0.0277256,0.0159563,0.684449,0.643847,0.673523,0.65386,0,0
0.223,0.00115522,-3.67686e-05,-0.00506453,0.000191172,0.00366554,0.00176937,0.0123836,-0.000499218,-0.0167786,-0.00119036,-0.0279949,0.0159493,0.684434,0.643831,0.673509,0.65384,0,0
0.224,0.00116763,-3.72693e-05,-0.00508124,0.000190631,0.00365147,0.00177734,0.0124357,-0.000502051,-0.0166518,-0.0011885,-0.028263,0.0159422,0.684418,0.643813,0.673495,0.653819,0,0
0.225,0.00118009,-3.77727e-05,-0.00509783,0.000190092,0.00363727,0.00178531,0.0124876,-0.000504869,-0.0165256,-0.00118709,-0.0285297,0.015935,0.684401,0.643796,0.67348,0.653798,0,0
0.226,0.0011926,-3.8279e-05,-0.00511429,0.000189553,0.00362294,0.00179327,0.012539,-0.000507672,-0.0164,-0.00118612,-0.0287949,0.0159278,0.684383,0.643778,0.673464,0.653777,0,0
0.227,0.00120517,-3.87881e-05,-0.00513063,0.000189015,0.00360847,0.00180124,0.0125901,-0.000510459,-0.0162749,-0.0011856,-0.0290584,0.0159204,0.684364,0.64376,0.673447,0.653755,0,0
0.228,0.00121778,-3.92999e-05,-0.00514684,0.000188477,0.00359387,0.00180919,0.0126408,-0.000513231,-0.0161505,-0.00118556,-0.0293201,0.015913,0.684344,0.643742,0.673431,0.653733,0,0
0.229,0.00123045,-3.98145e-05,-0.00516293,0.000187939,0.00357915,0.00181715,0.0126911,-0.000515988,-0.0160266,-0.00118601,-0.0295799,0.0159055,0.684324,0.643724,0.673413,0.65371,0,0
0.23,0.00124316,-4.03319e-05,-0.0051789,0.000187402,0.00356429,0.0018251,0.0127411,-0.00051873,-0.0159034,-0.00118696,-0.0298376,0.0158979,0.684302,0.643705,0.673395,0.653686,0,0
0.231,0.00125593,-4.0852e-05,-0.00519474,0.000186863,0.0035493,0.00183304,0.0127906,-0.000521456,-0.0157808,-0.0011884,-0.0300932,0.0158903,0.68428,0.643687,0.673376,0.653662,0,0
0.232,0.00126874,-4.13748e-05,-0.00521046,0.000186325,0.00353419,0.00184099,0.0128398,-0.000524167,-0.0156587,-0.00119034,-0.0303465,0.0158827,0.684258,0.643668,0.673357,0.653638,0,0
0.233,0.00128161,-4.19003e-05,-0.00522606,0.000185785,0.00351895,0.00184892,0.0128886,-0.000526863,-0.0155373,-0.00119279,-0.0305973,0.015875,0.684234,0.643649,0.673338,0.653613,0,0
0.234,0.00129452,-4.24285e-05,-0.00524153,0.000185244,0.00350359,0.00185686,0.0129371,-0.000529544,-0.0154166,-0.00119575,-0.0308456,0.0158673,0.68421,0.643629,0.673318,0.653588,0,0
0.235,0.00130748,-4.29594e-05,-0.00525689,0.000184702,0.0034881,0.00186479,0.0129851,-0.000532209,-0.0152964,-0.0011992,-0.0310912,0.0158596,0.684185,0.64361,0.673298,0.653563,0,0
0.236,0.00132049,-4.34929e-05,-0.00527213,0.000184158,0.00347249,0.00187272,0.0130328,-0.00053486,-0.0151769,-0.00120316,-0.0313341,0.0158519,0.68416,0.64359,0.673277,0.653537,0,0
0.237,0.00133355,-4.40291e-05,-0.00528724,0.000183612,0.00345676,0.00188064,0.01308,-0.000537495,-0.015058,-0.00120762,-0.0315741,0.0158441,0.684134,0.64357,0.673256,0.653511,0,0
0.238,0.00134665,-4.45679e-05,-0.00530224,0.000183064,0.00344091,0.00188856,0.0131269,-0.000540115,-0.0149398,-0.00121258,-0.0318112,0.0158364,0.684107,0.64355,0.673234,0.653484,0,0
0.239,0.0013598,-4.51093e-05,-0.00531712,0.000182514,0.00342495,0.00189648,0.0131734,-0.00054272,-0.0148222,-0.00121803,-0.0320452,0.0158286,0.68408,0.64353,0.673212,0.653457,0,0
0.24,0.001373,-4.56534e-05,-0.00533189,0.000181961,0.00340886,0.00190439,0.0132195,-0.00054531,-0.0147052,-0.00122396,-0.0322761,0.0158208,0.684053,0.64351,0.67319,0.65343,0,0
0.241,0.00138624,-4.62e-05,-0.00534653,0.000181406,0.00339267,0.00191229,0.0132652,-0.000547884,-0.0145889,-0.00123036,-0.0325037,0.0158131,0.684024,0.643489,0.673167,0.653402,0,0
0.242,0.00139953,-4.67491e-05,-0.00536107,0.000180847,0.00337636,0.0019202,0.0133105,-0.000550444,-0.0144733,-0.00123724,-0.032728,0.0158054,0.683996,0.643469,0.673144,0.653375,0,0
0.243,0.00141286,-4.73008e-05,-0.00537548,0.000180284,0.00335993,0.0019281,0.0133554,-0.000552988,-0.0143583,-0.00124459,-0.032949,0.0157977,0.683966,0.643448,0.673121,0.653347,0,0
0.244,0.00142624,-4.78551e-05,-0.00538978,0.000179719,0.0033434,0.00193599,0.0133999,-0.000555516,-0.014244,-0.00125238,-0.0331664,0.01579,0.683937,0.643427,0.673097,0.653318,0,0
0.245,0.00143966,-4.84119e-05,-0.00540397,0.000179149,0.00332676,0.00194389,0.013444,-0.00055803,-0.0141303,-0.00126062,-0.0333803,0.0157823,0.683907,0.643406,0.673073,0.65329,0,0
