t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3,primal_residual,dual_residual
0.288,0.00205282,-7.45094e-05,-0.00591574,0.000148999,0.00253698,0.00227995,0.0149447,-0.000650527,-0.00988058,-0.00182009,-0.0388581,0.0154994,0.682429,0.642395,0.67192,0.651955,0,0
0.289,0.00206778,-7.51608e-05,-0.00592558,0.00014815,0.00251754,0.0022877,0.0149702,-0.000652285,-0.00979639,-0.00183253,-0.0389022,0.015494,0.682394,0.64237,0.671893,0.651924,0,0
0.29,0.00208276,-7.5814e-05,-0.00593533,0.000147294,0.00249808,0.00229544,0.0149953,-0.000654023,-0.00971283,-0.00184474,-0.038943,0.0154885,0.68236,0.642345,0.671866,0.651893,0,0
0.291,0.00209777,-7.64689e-05,-0.00594501,0.000146433,0.00247859,0.00230318,0.01502,-0.000655742,-0.00962992,-0.00185671,-0.0389807,0.0154832,0.682326,0.64232,0.671838,0.651862,0,0
0.292,0.0021128,-7.71255e-05,-0.00595459,0.000145566,0.00245909,0.00231092,0.0150443,-0.000657442,-0.00954763,-0.00186843,-0.0390152,0.0154778,0.682292,0.642295,0.671811,0.651831,0,0
0.293,0.00212786,-7.77837e-05,-0.0059641,0.000144693,0.00243957,0.00231866,0.0150681,-0.000659122,-0.00946598,-0.00187988,-0.0390466,0.0154725,0.682258,0.64227,0.671784,0.651801,0,0
0.294,0.00214294,-7.84437e-05,-0.00597353,0.000143814,0.00242004,0.00232639,0.0150915,-0.000660783,-0.00938496,-0.00189107,-0.0390749,0.0154672,0.682225,0.642245,0.671757,0.65177,0,0
0.295,0.00215804,-7.91053e-05,-0.00598287,0.00014293,0.00240049,0.00233413,0.0151144,-0.000662424,-0.00930457,-0.00190198,-0.0391003,0.0154619,0.682191,0.64222,0.67173,0.65174,0,0
0.296,0.00217317,-7.97685e-05,-0.00599214,0.000142041,0.00238093,0.00234185,0.015137,-0.000664045,-0.00922479,-0.00191261,-0.0391227,0.0154567,0.682158,0.642195,0.671703,0.65171,0,0
0.297,0.00218831,-8.04334e-05,-0.00600132,0.000141146,0.00236136,0.00234958,0.0151591,-0.000665646,-0.00914564,-0.00192294,-0.0391422,0.0154515,0.682124,0.64217,0.671677,0.65168,0,0
0.298,0.00220348,-8.10998e-05,-0.00601043,0.000140246,0.00234178,0.00235731,0.0151808,-0.000667228,-0.00906711,-0.00193297,-0.0391589,0.0154463,0.682091,0.642145,0.67165,0.65165,0,0
0.299,0.00221868,-8.17678e-05,-0.00601946,0.000139342,0.0023222,0.00236503,0.0152021,-0.00066879,-0.00898919,-0.00194271,-0.0391728,0.0154412,0.682059,0.64212,0.671624,0.65162,0,0
0.3,0.00223389,-8.24374e-05,-0.00602841,0.000138432,0.0023026,0.00237275,0.0152229,-0.000670331,-0.00891188,-0.00195216,-0.039184,0.0154361,0.682026,0.642095,0.671597,0.65159,0,0
0.301,0.00224912,-8.31085e-05,-0.00603728,0.000137518,0.00228301,0.00238046,0.0152434,-0.000671853,-0.00883518,-0.00196131,-0.0391925,0.015431,0.681993,0.64207,0.671571,0.651561,0,0
0.302,0.00226438,-8.37811e-05,-0.00604608,0.0001366,0.0022634,0.00238818,0.0152634,-0.000673355,-0.00875908,-0.00197016,-0.0391983,0.0154259,0.681961,0.642045,0.671544,0.651531,0,0
0.303,0.00227965,-8.44552e-05,-0.0060548,0.000135677,0.0022438,0.00239589,0.015283,-0.000674836,-0.00868359,-0.0019787,-0.0392016,0.0154208,0.681929,0.64202,0.671518,0.651502,0,0
0.304,0.00229494,-8.51308e-05,-0.00606344,0.000134749,0.0022242,0.0024036,0.0153021,-0.000676297,-0.0086087,-0.00198693,-0.0392023,0.0154158,0.681897,0.641995,0.671492,0.651472,0,0
0.305,0.00231025,-8.58078e-05,-0.00607202,0.000133818,0.00220459,0.0024113,0.0153209,-0.000677739,-0.0085344,-0.00199485,-0.0392006,0.0154108,0.681865,0.641971,0.671466,0.651443,0,0
0.306,0.00232558,-8.64862e-05,-0.00608051,0.000132883,0.00218499,0.002419,0.0153392,-0.000679159,-0.0084607,-0.00200245,-0.0391964,0.0154058,0.681833,0.641946,0.67144,0.651414,0,0
0.307,0.00234093,-8.71661e-05,-0.00608894,0.000131944,0.00216539,0.00242671,0.0153571,-0.00068056,-0.00838759,-0.00200973,-0.0391898,0.0154008,0.681802,0.641921,0.671414,0.651386,0,0
0.308,0.0023563,-8.78473e-05,-0.00609729,0.000131002,0.00214579,0.0024344,0.0153746,-0.00068194,-0.00831506,-0.00201668,-0.0391809,0.0153958,0.681771,0.641897,0.671388,0.651357,0,0
0.309,0.00237168,-8.853e-05,-0.00610557,0.000130056,0.0021262,0.0024421,0.0153917,-0.0006833,-0.00824312,-0.00202333,-0.0391697,0.0153908,0.68174,0.641872,0.671362,0.651328,0,0
0.31,0.00238708,-8.92139e-05,-0.00611377,0.000129107,0.00210662,0.00244979,0.0154084,-0.00068464,-0.00817176,-0.00202965,-0.0391563,0.0153859,0.681709,0.641847,0.671337,0.6513,0,0
0.311,0.0024025,-8.98992e-05,-0.00612191,0.000128155,0.00208704,0.00245749,0.0154246,-0.000685959,-0.00810098,-0.00203564,-0.0391406,0.015381,0.681678,0.641823,0.671311,0.651272,0,0
0.312,0.00241793,-9.05858e-05,-0.00612998,0.0001272,0.00206747,0.00246517,0.0154405,-0.000687258,-0.00803077,-0.0020413,-0.0391228,0.015376,0.681648,0.641798,0.671286,0.651244,0,0
0.313,0.00243338,-9.12737e-05,-0.00613797,0.000126242,0.00204791,0.00247286,0.0154559,-0.000688536,-0.00796113,-0.00204664,-0.0391029,0.0153711,0.681617,0.641774,0.67126,0.651216,0,0
0.314,0.00244884,-9.19629e-05,-0.0061459,0.000125281,0.00202836,0.00248054,0.0154709,-0.000689794,-0.00789206,-0.00205166,-0.039081,0.0153662,0.681587,0.64175,0.671235,0.651188,0,0
0.315,0.00246432,-9.26533e-05,-0.00615376,0.000124318,0.00200882,0.00248823,0.0154855,-0.000691032,-0.00782355,-0.00205636,-0.039057,0.0153613,0.681557,0.641726,0.67121,0.65116,0,0
0.316,0.00247981,-9.3345e-05,-0.00616155,0.000123353,0.0019893,0.00249591,0.0154997,-0.000692249,-0.0077556,-0.00206075,-0.039031,0.0153564,0.681528,0.641702,0.671185,0.651133,0,0
0.317,0.00249532,-9.40378e-05,-0.00616927,0.000122386,0.00196978,0.00250358,0.0155135,-0.000693446,-0.00768821,-0.00206483,-0.0390031,0.0153516,0.681498,0.641677,0.67116,0.651105,0,0
0.318,0.00251084,-9.47319e-05,-0.00617692,0.000121416,0.00195029,0.00251126,0.0155269,-0.000694622,-0.00762138,-0.00206861,-0.0389733,0.0153467,0.681469,0.641653,0.671136,0.651078,0,0
0.319,0.00252637,-9.54271e-05,-0.00618451,0.000120445,0.0019308,0.00251893,0.0155398,-0.000695778,-0.00755509,-0.00207209,-0.0389416,0.0153418,0.68144,0.64163,0.671111,0.651051,0,0
0.32,0.00254192,-9.61234e-05,-0.00619203,0.000119472,0.00191134,0.0025266,0.0155524,-0.000696913,-0.00748935,-0.00207527,-0.0389081,0.015337,0.681411,0.641606,0.671087,0.651024,0,0
0.321,0.00255748,-9.68209e-05,-0.00619949,0.000118497,0.00189189,0.00253426,0.0155645,-0.000698028,-0.00742416,-0.00207815,-0.0388728,0.0153321,0.681382,0.641582,0.671062,0.650997,0,0
0.322,0.00257305,-9.75195e-05,-0.00620688,0.000117521,0.00187246,0.00254193,0.0155763,-0.000699122,-0.00735951,-0.00208075,-0.0388358,0.0153272,0.681354,0.641559,0.671038,0.650971,0,0
0.323,0.00258863,-9.82191e-05,-0.00621421,0.000116544,0.00185305,0.00254959,0.0155876,-0.000700196,-0.00729539,-0.00208306,-0.038797,0.0153224,0.681325,0.641535,0.671014,0.650944,0,0
0.324,0.00260422,-9.89198e-05,-0.00622147,0.000115566,0.00183366,0.00255725,0.0155986,-0.00070125,-0.00723181,-0.00208509,-0.0387565,0.0153175,0.681297,0.641512,0.67099,0.650918,0,0
0.325,0.00261983,-9.96216e-05,-0.00622867,0.000114586,0.00181428,0.00256491,0.0156091,-0.000702283,-0.00716876,-0.00208686,-0.0387144,0.0153127,0.681269,0.641488,0.670966,0.650892,0,0
0.326,0.00263544,-0.000100324,-0.00623581,0.000113606,0.00179493,0.00257256,0.0156193,-0.000703296,-0.00710623,-0.00208836,-0.0386707,0.0153078,0.681242,0.641465,0.670942,0.650866,0,0
0.327,0.00265106,-0.000101028,-0.00624289,0.000112625,0.00177561,0.00258021,0.015629,-0.000704289,-0.00704423,-0.00208959,-0.0386254,0.015303,0.681214,0.641442,0.670918,0.65084,0,0
0.328,0.0026667,-0.000101733,-0.0062499,0.000111643,0.0017563,0.00258786,0.0156384,-0.000705261,-0.00698274,-0.00209057,-0.0385785,0.0152982,0.681187,0.641419,0.670895,0.650815,0,0
0.329,0.00268234,-0.000102439,-0.00625685,0.000110661,0.00173702,0.00259551,0.0156473,-0.000706213,-0.00692178,-0.00209128,-0.0385301,0.0152933,0.68116,0.641396,0.670872,0.650789,0,0
0.33,0.00269799,-0.000103145,-0.00626374,0.000109679,0.00171777,0.00260316,0.0156559,-0.000707145,-0.00686132,-0.00209175,-0.0384802,0.0152885,0.681133,0.641374,0.670848,0.650764,0,0
0.331,0.00271365,-0.000103853,-0.00627058,0.000108696,0.00169853,0.0026108,0.0156641,-0.000708057,-0.00680138,-0.00209196,-0.0384288,0.0152836,0.681106,0.641351,0.670825,0.650739,0,0
0.332,0.00272932,-0.000104561,-0.00627735,0.000107713,0.00167933,0.00261844,0.0156718,-0.000708948,-0.00674194,-0.00209194,-0.038376,0.0152788,0.681079,0.641329,0.670802,0.650714,0,0
0.333,0.002745,-0.000105271,-0.00628406,0.00010673,0.00166015,0.00262608,0.0156792,-0.00070982,-0.006683,-0.00209169,-0.0383218,0.0152739,0.681053,0.641306,0.670779,0.650689,0,0
0.334,0.00276068,-0.000105981,-0.00629071,0.000105747,0.001641,0.00263371,0.0156862,-0.000710671,-0.00662456,-0.00209122,-0.0382662,0.0152691,0.681027,0.641284,0.670756,0.650664,0,0
0.335,0.00277637,-0.000106692,-0.00629731,0.000104765,0.00162188,0.00264135,0.0156928,-0.000711502,-0.00656662,-0.00209053,-0.0382092,0.0152642,0.681001,0.641262,0.670734,0.65064,0,0
0.336,0.00279206,-0.000107404,-0.00630385,0.000103783,0.00160278,0.00264898,0.015699,-0.000712313,-0.00650917,-0.00208961,-0.0381509,0.0152594,0.680975,0.64124,0.670711,0.650615,0,0
0.337,0.00280777,-0.000108117,-0.00631033,0.000102801,0.00158372,0.0026566,0.0157048,-0.000713104,-0.00645221,-0.00208847,-0.0380913,0.0152545,0.680949,0.641218,0.670689,0.650591,0,0
0.338,0.00282347,-0.00010883,-0.00631675,0.00010182,0.00156469,0.00266423,0.0157103,-0.000713876,-0.00639573,-0.00208712,-0.0380304,0.0152497,0.680924,0.641196,0.670667,0.650567,0,0
0.339,0.00283919,-0.000109545,-0.00632312,0.000100839,0.00154568,0.00267185,0.0157153,-0.000714627,-0.00633974,-0.00208557,-0.0379682,0.0152448,0.680898,0.641175,0.670644,0.650543,0,0
0.34,0.0028549,-0.00011026,-0.00632943,9.98591e-05,0.00152671,0.00267947,0.01572,-0.000715359,-0.00628422,-0.00208382,-0.0379047,0.01524,0.680873,0.641153,0.670622,0.650519,0,0
0.341,0.00287063,-0.000110975,-0.00633569,9.888e-05,0.00150777,0.00268709,0.0157243,-0.000716071,-0.00622918,-0.0020819,-0.0378401,0.0152351,0.680848,0.641132,0.670601,0.650496,0,0
0.342,0.00288635,-0.000111692,-0.00634189,9.79019e-05,0.00148886,0.00269471,0.0157282,-0.000716763,-0.00617462,-0.00207979,-0.0377742,0.0152302,0.680824,0.641111,0.670579,0.650472,0,0
0.343,0.00290208,-0.000112409,-0.00634804,9.69247e-05,0.00146999,0.00270232,0.0157317,-0.000717435,-0.00612052,-0.0020775,-0.0377071,0.0152254,0.680799,0.64109,0.670557,0.650449,0,0
0.344,0.00291782,-0.000113127,-0.00635413,9.59487e-05,0.00145115,0.00270993,0.0157349,-0.000718088,-0.00606688,-0.00207505,-0.0376388,0.0152205,0.680775,0.641069,0.670536,0.650426,0,0
0.345,0.00293355,-0.000113845,-0.00636017,9.49738e-05,0.00143235,0.00271754,0.0157377,-0.000718722,-0.00601371,-0.00207244,-0.0375694,0.0152156,0.680751,0.641048,0.670514,0.650403,0,0
0.346,0.00294929,-0.000114564,-0.00636616,9.40002e-05,0.00141357,0.00272515,0.0157401,-0.000719335,-0.00596099,-0.00206968,-0.0374988,0.0152108,0.680727,0.641027,0.670493,0.650381,0,0
0.347,0.00296503,-0.000115284,-0.00637209,9.30278e-05,0.00139484,0.00273275,0.0157421,-0.00071993,-0.00590873,-0.00206676,-0.0374272,0.0152059,0.680703,0.641007,0.670472,0.650358,0,0
0.348,0.00298078,-0.000116004,-0.00637798,9.20569e-05,0.00137614,0.00274035,0.0157438,-0.000720505,-0.00585693,-0.0020637,-0.0373544,0.015201,0.680679,0.640986,0.670451,0.650335,0,0
0.349,0.00299652,-0.000116725,-0.00638381,9.10875e-05,0.00135748,0.00274795,0.0157451,-0.000721061,-0.00580556,-0.00206049,-0.0372804,0.0151961,0.680656,0.640966,0.67043,0.650313,0,0
0.35,0.00301227,-0.000117446,-0.00638959,9.01195e-05,0.00133885,0.00275555,0.015746,-0.000721598,-0.00575465,-0.00205716,-0.0372054,0.0151913,0.680632,0.640946,0.67041,0.650291,0,0
0.351,0.00302801,-0.000118168,-0.00639532,8.91532e-05,0.00132027,0.00276314,0.0157465,-0.000722115,-0.00570418,-0.0020537,-0.0371294,0.0151864,0.680609,0.640926,0.670389,0.650269,0,0
0.352,0.00304376,-0.00011889,-0.006401,8.81885e-05,0.00130172,0.00277074,0.0157467,-0.000722614,-0.00565414,-0.00205011,-0.0370523,0.0151815,0.680586,0.640906,0.670369,0.650247,0,0
0.353,0.00305951,-0.000119613,-0.00640663,8.72255e-05,0.00128321,0.00277832,0.0157465,-0.000723093,-0.00560454,-0.00204641,-0.0369741,0.0151766,0.680563,0.640887,0.670348,0.650226,0,0
0.354,0.00307525,-0.000120336,-0.00641221,8.62643e-05,0.00126474,0.00278591,0.015746,-0.000723554,-0.00555537,-0.0020426,-0.0368949,0.0151717,0.680541,0.640867,0.670328,0.650204,0,0
0.355,0.003091,-0.00012106,-0.00641774,8.53049e-05,0.00124631,0.0027935,0.0157451,-0.000723995,-0.00550663,-0.00203869,-0.0368147,0.0151668,0.680518,0.640848,0.670308,0.650183,0,0
0.356,0.00310674,-0.000121784,-0.00642322,8.43474e-05,0.00122792,0.00280108,0.0157438,-0.000724418,-0.00545831,-0.00203469,-0.0367334,0.015162,0.680496,0.640829,0.670288,0.650162,0,0
0.357,0.00312248,-0.000122509,-0.00642865,8.33918e-05,0.00120957,0.00280866,0.0157422,-0.000724823,-0.00541042,-0.00203059,-0.0366512,0.0151571,0.680474,0.640809,0.670269,0.650141,0,0
0.358,0.00313823,-0.000123234,-0.00643404,8.24381e-05,0.00119126,0.00281623,0.0157402,-0.000725208,-0.00536294,-0.00202642,-0.036568,0.0151522,0.680452,0.640791,0.670249,0.65012,0,0
0.359,0.00315397,-0.000123959,-0.00643938,8.14864e-05,0.00117299,0.00282381,0.0157378,-0.000725575,-0.00531588,-0.00202216,-0.0364837,0.0151473,0.68043,0.640772,0.67023,0.650099,0,0
0.36,0.0031697,-0.000124685,-0.00644467,8.05367e-05,0.00115477,0.00283138,0.0157351,-0.000725923,-0.00526923,-0.00201783,-0.0363986,0.0151424,0.680409,0.640753,0.67021,0.650079,0,0
0.361,0.00318544,-0.000125411,-0.00644992,7.95891e-05,0.00113659,0.00283895,0.015732,-0.000726253,-0.00522299,-0.00201345,-0.0363124,0.0151375,0.680387,0.640735,0.670191,0.650058,0,0
0.362,0.00320117,-0.000126138,-0.00645512,7.86436e-05,0.00111845,0.00284652,0.0157286,-0.000726565,-0.00517715,-0.002009,-0.0362253,0.0151326,0.680366,0.640716,0.670172,0.650038,0,0
0.363,0.00321689,-0.000126864,-0.00646027,7.77002e-05,0.00110035,0.00285408,0.0157249,-0.000726858,-0.00513172,-0.00200449,-0.0361373,0.0151277,0.680345,0.640698,0.670153,0.650018,0,0
0.364,0.00323262,-0.000127591,-0.00646538,7.67589e-05,0.0010823,0.00286164,0.0157208,-0.000727134,-0.00508668,-0.00199992,-0.0360483,0.0151228,0.680324,0.64068,0.670135,0.649998,0,0
0.365,0.00324833,-0.000128319,-0.00647045,7.58198e-05,0.0010643,0.0028692,0.0157163,-0.000727391,-0.00504204,-0.00199529,-0.0359584,0.0151179,0.680303,0.640662,0.670116,0.649978,0,0
0.366,0.00326405,-0.000129046,-0.00647547,7.48829e-05,0.00104634,0.00287676,0.0157115,-0.00072763,-0.00499779,-0.0019906,-0.0358676,0.0151131,0.680283,0.640644,0.670097,0.649959,0,0
0.367,0.00327976,-0.000129774,-0.00648044,7.39482e-05,0.00102842,0.00288432,0.0157063,-0.000727851,-0.00495393,-0.00198586,-0.0357759,0.0151082,0.680262,0.640627,0.670079,0.649939,0,0
0.368,0.00329546,-0.000130502,-0.00648537,7.30158e-05,0.00101056,0.00289187,0.0157008,-0.000728054,-0.00491046,-0.00198107,-0.0356832,0.0151033,0.680242,0.640609,0.670061,0.64992,0,0
0.369,0.00331116,-0.00013123,-0.00649026,7.20856e-05,0.000992735,0.00289942,0.015695,-0.000728239,-0.00486737,-0.00197625,-0.0355897,0.0150984,0.680222,0.640592,0.670043,0.649901,0,0
0.37,0.00332685,-0.000131958,-0.00649511,7.11577e-05,0.00097496,0.00290697,0.0156888,-0.000728407,-0.00482466,-0.00197138,-0.0354953,0.0150935,0.680202,0.640575,0.670025,0.649882,0,0
0.371,0.00334254,-0.000132687,-0.00649991,7.02321e-05,0.000957233,0.00291451,0.0156823,-0.000728557,-0.00478233,-0.00196647,-0.0354,0.0150886,0.680182,0.640558,0.670007,0.649863,0,0
0.372,0.00335821,-0.000133415,-0.00650467,6.93089e-05,0.000939553,0.00292206,0.0156754,-0.000728689,-0.00474038,-0.00196151,-0.0353038,0.0150837,0.680162,0.640541,0.669989,0.649844,0,0
0.373,0.00337389,-0.000134144,-0.00650939,6.8388e-05,0.000921922,0.0029296,0.0156683,-0.000728804,-0.00469879,-0.00195653,-0.0352067,0.0150789,0.680142,0.640524,0.669972,0.649826,0,0
0.374,0.00338955,-0.000134873,-0.00651407,6.74694e-05,0.00090434,0.00293713,0.0156607,-0.000728902,-0.00465757,-0.00195152,-0.0351088,0.015074,0.680123,0.640507,0.669954,0.649807,0,0
0.375,0.00340521,-0.000135602,-0.00651871,6.65532e-05,0.000886807,0.00294467,0.0156529,-0.000728982,-0.00461672,-0.00194647,-0.03501,0.0150691,0.680104,0.640491,0.669937,0.649789,0,0
0.376,0.00342086,-0.000136331,-0.0065233,6.56394e-05,0.000869324,0.0029522,0.0156447,-0.000729045,-0.00457622,-0.00194139,-0.0349103,0.0150642,0.680085,0.640475,0.66992,0.649771,0,0
0.377,0.0034365,-0.00013706,-0.00652786,6.4728e-05,0.00085189,0.00295973,0.0156361,-0.00072909,-0.00453609,-0.00193628,-0.0348098,0.0150594,0.680066,0.640458,0.669903,0.649753,0,0
0.378,0.00345213,-0.000137789,-0.00653238,6.3819e-05,0.000834507,0.00296726,0.0156273,-0.000729119,-0.00449631,-0.00193114,-0.0347084,0.0150545,0.680047,0.640442,0.669886,0.649735,0,0
0.379,0.00346775,-0.000138518,-0.00653685,6.29124e-05,0.000817175,0.00297479,0.0156181,-0.000729131,-0.00445689,-0.00192597,-0.0346062,0.0150496,0.680028,0.640426,0.669869,0.649718,0,0
0.38,0.00348336,-0.000139247,-0.00654129,6.20083e-05,0.000799895,0.00298231,0.0156086,-0.000729125,-0.00441781,-0.00192079,-0.0345032,0.0150448,0.68001,0.640411,0.669853,0.6497,0,0
0.381,0.00349897,-0.000139977,-0.00654569,6.11066e-05,0.000782666,0.00298983,0.0155988,-0.000729103,-0.00437908,-0.00191558,-0.0343993,0.0150399,0.679992,0.640395,0.669836,0.649683,0,0
0.382,0.00351456,-0.000140706,-0.00655005,6.02073e-05,0.000765489,0.00299735,0.0155886,-0.000729064,-0.0043407,-0.00191035,-0.0342947,0.015035,0.679974,0.64038,0.66982,0.649666,0,0
0.383,0.00353015,-0.000141435,-0.00655437,5.93105e-05,0.000748365,0.00300487,0.0155782,-0.000729008,-0.00430265,-0.00190512,-0.0341892,0.0150302,0.679956,0.640364,0.669804,0.649649,0,0
0.384,0.00354572,-0.000142164,-0.00655865,5.84162e-05,0.000731293,0.00301238,0.0155674,-0.000728936,-0.00426495,-0.00189986,-0.0340829,0.0150253,0.679938,0.640349,0.669788,0.649632,0,0
0.385,0.00356128,-0.000142893,-0.0065629,5.75243e-05,0.000714275,0.00301989,0.0155562,-0.000728847,-0.00422757,-0.0018946,-0.0339758,0.0150205,0.67992,0.640334,0.669772,0.649615,0,0
0.386,0.00357683,-0.000143621,-0.00656711,5.66349e-05,0.000697311,0.0030274,0.0155448,-0.000728741,-0.00419053,-0.00188932,-0.033868,0.0150156,0.679903,0.640319,0.669756,0.649598,0,0
0.387,0.00359237,-0.00014435,-0.00657128,5.5748e-05,0.000680401,0.00303491,0.0155331,-0.000728619,-0.00415382,-0.00188403,-0.0337593,0.0150108,0.679885,0.640304,0.669741,0.649582,0,0
0.388,0.0036079,-0.000145079,-0.00657542,5.48636e-05,0.000663545,0.00304241,0.015521,-0.000728481,-0.00411743,-0.00187873,-0.0336499,0.015006,0.679868,0.64029,0.669725,0.649566,0,0
0.389,0.00362341,-0.000145807,-0.00657952,5.39816e-05,0.000646745,0.00304991,0.0155087,-0.000728327,-0.00408136,-0.00187344,-0.0335397,0.0150011,0.679851,0.640275,0.66971,0.64955,0,0
0.39,0.00363891,-0.000146535,-0.00658358,5.31021e-05,0.000629999,0.00305741,0.015496,-0.000728156,-0.00404561,-0.00186813,-0.0334287,0.0149963,0.679834,0.640261,0.669695,0.649534,0,0
0.391,0.0036544,-0.000147263,-0.00658761,5.22251e-05,0.00061331,0.00306491,0.015483,-0.000727969,-0.00401018,-0.00186281,-0.0333169,0.0149915,0.679817,0.640246,0.66968,0.649518,0,0
0.392,0.00366988,-0.000147991,-0.0065916,5.13506e-05,0.000596676,0.0030724,0.0154697,-0.000727767,-0.00397507,-0.00185749,-0.0332044,0.0149867,0.679801,0.640232,0.669665,0.649502,0,0
0.393,0.00368534,-0.000148719,-0.00659556,5.04786e-05,0.000580099,0.00307989,0.0154561,-0.000727548,-0.00394027,-0.00185215,-0.0330912,0.0149819,0.679784,0.640218,0.66965,0.649487,0,0
0.394,0.00370079,-0.000149446,-0.00659948,4.96091e-05,0.000563579,0.00308738,0.0154422,-0.000727314,-0.00390577,-0.00184682,-0.0329772,0.0149771,0.679768,0.640204,0.669635,0.649471,0,0
0.395,0.00371623,-0.000150173,-0.00660337,4.8742e-05,0.000547116,0.00309487,0.015428,-0.000727063,-0.00387158,-0.00184147,-0.0328625,0.0149723,0.679752,0.640191,0.669621,0.649456,0,0
0.396,0.00373165,-0.0001509,-0.00660723,4.78775e-05,0.00053071,0.00310235,0.0154135,-0.000726798,-0.0038377,-0.00183613,-0.032747,0.0149675,0.679736,0.640177,0.669606,0.649441,0,0
0.397,0.00374705,-0.000151627,-0.00661105,4.70154e-05,0.000514362,0.00310984,0.0153987,-0.000726516,-0.00380412,-0.00183079,-0.0326309,0.0149627,0.67972,0.640163,0.669592,0.649426,0,0
0.398,0.00376245,-0.000152353,-0.00661483,4.61559e-05,0.000498073,0.00311732,0.0153836,-0.000726219,-0.00377083,-0.00182545,-0.032514,0.0149579,0.679704,0.64015,0.669578,0.649411,0,0
0.399,0.00377782,-0.000153079,-0.00661859,4.52988e-05,0.000481842,0.00312479,0.0153682,-0.000725906,-0.00373784,-0.0018201,-0.0323964,0.0149531,0.679688,0.640137,0.669564,0.649396,0,0
0.4,0.00379318,-0.000153805,-0.00662231,4.44442e-05,0.00046567,0.00313227,0.0153526,-0.000725578,-0.00370515,-0.00181474,-0.0322781,0.0149483,0.679672,0.640124,0.66955,0.649381,0,0
0.401,0.00380853,-0.000154531,-0.006626,4.35921e-05,0.000449558,0.00313974,0.0153366,-0.000725235,-0.00367275,-0.00180936,-0.0321592,0.0149435,0.679657,0.64011,0.669536,0.649367,0,0
0.402,0.00382386,-0.000155256,-0.00662966,4.27426e-05,0.000433505,0.00314721,0.0153203,-0.000724877,-0.00364063,-0.00180398,-0.0320395,0.0149388,0.679642,0.640097,0.669522,0.649352,0,0
0.403,0.00383917,-0.00015598,-0.00663328,4.18955e-05,0.000417512,0.00315468,0.0153038,-0.000724503,-0.00360881,-0.00179858,-0.0319192,0.014934,0.679626,0.640084,0.669508,0.649338,0,0
0.404,0.00385446,-0.000156705,-0.00663687,4.10509e-05,0.00040158,0.00316215,0.0152869,-0.000724114,-0.00357727,-0.00179317,-0.0317982,0.0149293,0.679611,0.640072,0.669495,0.649324,0,0
0.405,0.00386974,-0.000157429,-0.00664043,4.02089e-05,0.000385708,0.00316961,0.0152698,-0.00072371,-0.003546,-0.00178775,-0.0316765,0.0149245,0.679596,0.640059,0.669481,0.64931,0,0
0.406,0.003885,-0.000158152,-0.00664396,3.93693e-05,0.000369897,0.00317707,0.0152524,-0.000723291,-0.00351502,-0.00178231,-0.0315541,0.0149198,0.679582,0.640046,0.669468,0.649296,0,0
0.407,0.00390025,-0.000158875,-0.00664746,3.85323e-05,0.000354148,0.00318453,0.0152347,-0.000722858,-0.00348432,-0.00177688,-0.0314312,0.014915,0.679567,0.640034,0.669455,0.649282,0,0
0.408,0.00391547,-0.000159598,-0.00665093,3.76978e-05,0.00033846,0.00319198,0.0152167,-0.000722409,-0.00345389,-0.00177142,-0.0313076,0.0149103,0.679552,0.640022,0.669442,0.649268,0,0
0.409,0.00393068,-0.00016032,-0.00665437,3.68659e-05,0.000322834,0.00319944,0.0151985,-0.000721946,-0.00342373,-0.00176596,-0.0311833,0.0149056,0.679538,0.640009,0.669429,0.649255,0,0
0.41,0.00394587,-0.000161042,-0.00665778,3.60365e-05,0.000307271,0.00320689,0.01518,-0.000721469,-0.00339384,-0.00176047,-0.0310585,0.0149008,0.679524,0.639997,0.669416,0.649241,0,0
0.411,0.00396104,-0.000161763,-0.00666116,3.52096e-05,0.00029177,0.00321434,0.0151612,-0.000720976,-0.00336421,-0.00175498,-0.030933,0.0148961,0.67951,0.639985,0.669403,0.649228,0,0
0.412,0.00397619,-0.000162484,-0.00666451,3.43853e-05,0.000276332,0.00322179,0.0151421,-0.00072047,-0.00333485,-0.00174947,-0.030807,0.0148914,0.679496,0.639973,0.66939,0.649215,0,0
0.413,0.00399132,-0.000163204,-0.00666783,3.35635e-05,0.000260957,0.00322923,0.0151228,-0.000719948,-0.00330576,-0.00174395,-0.0306803,0.0148867,0.679482,0.639961,0.669378,0.649202,0,0
0.414,0.00400644,-0.000163923,-0.00667112,3.27443e-05,0.000245645,0.00323667,0.0151031,-0.000719413,-0.00327692,-0.0017384,-0.030553,0.014882,0.679468,0.63995,0.669365,0.649189,0,0
0.415,0.00402153,-0.000164643,-0.00667438,3.19276e-05,0.000230398,0.00324411,0.0150833,-0.000718863,-0.00324835,-0.00173282,-0.0304252,0.0148773,0.679454,0.639938,0.669353,0.649176,0,0
0.416,0.0040366,-0.000165361,-0.00667762,3.11136e-05,0.000215214,0.00325155,0.0150631,-0.000718299,-0.00322002,-0.00172723,-0.0302968,0.0148726,0.679441,0.639927,0.669341,0.649163,0,0
