t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038496580637634196,0.006416096817299762,0.0,-8.965936626470494e-08,-1.1586258132911809e-06,-9.218584996473211e-07,2.1701436789811623e-06
0.02,8.384639392618016e-08,5.030783635570828e-08,0.0,-3.842667138672833e-05,6.404445214308918e-05,2.4610151166455366e-09,1.2573146271700211e-05,7.5438877630202065e-06,0.0,-0.0038356762097995004,0.006392793574926051,4.913075566192123e-07,-7.750897779157384e-08,-1.1562018743527247e-06,-9.092106499908326e-07,2.170563591530339e-06
0.04,6.701612486158046e-07,4.020967491695731e-07,0.0,-7.671352434647547e-05,0.00012785587257279921,9.808274593453298e-09,5.023160590462493e-05,3.013896354279526e-05,0.0,-0.003821702817813792,0.0063695043329729355,9.772542571961075e-07,-5.1776842258099975e-08,-1.1395408938685847e-06,-8.827322327542575e-07,2.1842163824281613e-06
0.06,2.2597367908925842e-06,1.3558420745390123e-06,0.0,-0.00011486072822920913,0.00019143454255286896,2.1988310965848056e-08,0.00011288399335365183,6.773039601270988e-05,0.0,-0.003807746350047431,0.006346243130648077,1.4578682342453446e-06,-1.2627441647872217e-08,-1.1087786602193006e-06,-8.425877621176525e-07,2.2109662889402415e-06
0.08,5.351538646346778e-06,3.2109231878540455e-06,0.0,-0.00015286845238772086,0.00025478074335098485,3.894793793425816e-08,0.0002004390340386433,0.00012026342042835233,0.0,-0.003793806806576867,0.006323009967295529,1.9331775414411713e-06,3.991457742102966e-08,-1.0645669110687095e-06,-7.890511201091854e-07,2.2511661902369084e-06
0.1,1.0442708058454438e-05,6.265624835414296e-06,0.0,-0.00019073686616866525,0.00031789475617920865,6.063424956507418e-08,0.00031280556432254885,0.00018768333862422963,0.0,-0.0037798841861872916,0.006299804833664044,2.40321015032469e-06,1.0570118325059497e-07,-1.0070548898122311e-06,-7.222712197219039e-07,2.3046680359684046e-06
0.12,1.8028564106963453e-05,1.0817138465936013e-05,0.0,-0.00022846613889574967,0.00038077686208207477,8.699461946073103e-08,0.0004498925314565594,0.000269935519005541,0.0,-0.0037659784854638216,0.006276627705848173,2.867993944182478e-06,1.8458539741139646e-07,-9.363914164062237e-07,-6.423964421520267e-07,2.3713249052148555e-06
0.14,2.860260592466034e-05,1.716156356181622e-05,0.0,-0.0002660564398425969,0.0004434273417558366,1.179766998764244e-07,0.0006116089934685218,0.0003669653965314396,0.0,-0.0037520896976384016,0.006253478537600931,3.327556708236912e-06,2.7642135791428046e-07,-8.527249756307143e-07,-5.495746948636082e-07,2.4509910820924574e-06
0.16,4.265651491109153e-05,2.5593908969939977e-05,0.0,-0.0003035079381928725,0.0005058464752828138,1.5352842075521866e-07,0.00079786411896443,0.0004787184726852566,0.0,-0.0037382178111994664,0.006230357251064846,3.7819261153313556e-06,3.8106438071672244e-07,-7.562038050190623e-07,-4.4395346920911294e-07,2.5435221288061527e-06
0.18,6.068015694114728e-05,3.640809423171715e-05,0.0,-0.00034082080298534004,0.000568034541765257,1.935979886478446e-07,0.0010085671868066072,0.0006051403154262282,0.0,-0.003724362808271334,0.006207263725967824,4.231129706335288e-06,4.98371018453625e-07,-6.469759826766008e-07,-3.256798957185225e-07,2.6487749517078996e-06
